"Id","SalePrice"
1461,120911.847743976
1462,158623.550697087
1463,175653.216673794
1464,183146.2923947
1465,193021.85198429
1466,183321.987836852
1467,173260.845648514
1468,174881.714238878
1469,184973.219952929
1470,123030.137354741
1471,197051.491621046
1472,93610.0028904927
1473,95089.9406306067
1474,152893.460069111
1475,121533.216132557
1476,369610.789712453
1477,248960.221358126
1478,300173.103130354
1479,272180.741828132
1480,464014.058205977
1481,327443.451324526
1482,207331.394765354
1483,183044.717132782
1484,170392.428196196
1485,176971.092642433
1486,198670.778298406
1487,325011.529206037
1488,235938.191393326
1489,195152.007648108
1490,204579.623228189
1491,189717.499174478
1492,93895.088265369
1493,177248.896890118
1494,297878.686222736
1495,296586.777878406
1496,218279.238978625
1497,185674.605271415
1498,153469.616945869
1499,153294.714856782
1500,160352.915578164
1501,173775.752686562
1502,156767.52687203
1503,270463.78377472
1504,230836.589527756
1505,220446.104911127
1506,186414.357734111
1507,236105.49712192
1508,196062.775799635
1509,161374.979195344
1510,150309.557936145
1511,148626.599882438
1512,172651.083522679
1513,147631.71150486
1514,154485.232439096
1515,187648.007670088
1516,151735.87803194
1517,154794.323117412
1518,136039.315426142
1519,219840.176355714
1520,138445.689395998
1521,140943.511265893
1522,158712.793735968
1523,120072.024968787
1524,123410.702654215
1525,123679.774151557
1526,127740.57004193
1527,102058.942833381
1528,132819.330666166
1529,144227.955023869
1530,170401.444562372
1531,127024.205198132
1532,103928.517066606
1533,145505.30859465
1534,116335.350719147
1535,154601.072095018
1536,118973.898563362
1537,70788.6660351846
1538,163186.011742347
1539,188587.659108438
1540,109485.966495432
1541,142998.375287363
1542,139091.232610978
1543,205261.577539816
1544,82305.898688251
1545,109824.098700043
1546,116181.962826418
1547,133243.629958845
1548,129379.682341404
1549,112224.837081147
1550,135206.407100321
1551,117408.525135013
1552,135102.33053139
1553,144786.765829249
1554,121908.66740906
1555,165631.324785803
1556,93037.1202982962
1557,117489.450278858
1558,90967.3082398489
1559,113034.466010182
1560,144567.49009407
1561,136452.306150818
1562,130452.088081334
1563,126021.259718637
1564,161021.822770482
1565,149798.859925142
1566,215859.898991327
1567,74435.2138456319
1568,221611.749685463
1569,144545.802863277
1570,135530.448751858
1571,128084.031836547
1572,144140.329001455
1573,226159.545248001
1574,114209.899730369
1575,207048.928950098
1576,209084.65285009
1577,192394.182394139
1578,144927.563124992
1579,143713.694065294
1580,186814.919144889
1581,143658.321886661
1582,130195.969828826
1583,308044.27338895
1584,231052.385292594
1585,141609.942786994
1586,73292.8036544943
1587,106567.061978383
1588,148485.500320751
1589,103727.553434983
1590,130621.416092257
1591,103841.218917679
1592,126973.94178738
1593,117396.179217378
1594,139307.186889617
1595,116500.28653436
1596,229933.139416625
1597,168198.153809864
1598,184971.93556052
1599,167181.922595578
1600,171864.246050161
1601,70227.7895613112
1602,109972.465542501
1603,91986.8474031534
1604,278383.27287986
1605,242884.110639348
1606,169946.821755755
1607,169900.127834231
1608,205622.161848441
1609,188247.818627002
1610,159302.330658962
1611,152282.86087777
1612,170946.250453449
1613,164222.187283247
1614,117870.98171457
1615,95974.6500088798
1616,85966.9357838399
1617,92816.0546656201
1618,124878.317556035
1619,132657.954628562
1620,167308.009516702
1621,137190.927845329
1622,149910.670143595
1623,273110.048680524
1624,212642.956744595
1625,120141.474048606
1626,167667.269204859
1627,183368.072433547
1628,270855.035372449
1629,173998.713401201
1630,331804.257721059
1631,207022.621133715
1632,255278.820477423
1633,171080.606696635
1634,186864.153461463
1635,181657.664013028
1636,161455.8253882
1637,189268.679957383
1638,207210.630726569
1639,178966.814386725
