"Id","SalePrice"
1461,122782.596677297
1462,168916.154760261
1463,181285.90054008
1464,191113.592956374
1465,188999.551635643
1466,170354.411866561
1467,175950.191746295
1468,167324.765591797
1469,179191.544180585
1470,127568.889275672
1471,194229.707387549
1472,96104.2560202438
1473,95947.2321184629
1474,148923.822891837
1475,122373.897575194
1476,404319.328313369
1477,268873.206453575
1478,280638.642072347
1479,264190.182719128
1480,464940.93249009
1481,351363.881890744
1482,201308.477373168
1483,172396.743888646
1484,164940.41345798
1485,188352.811274455
1486,195061.184235393
1487,344884.054704689
1488,230138.460671932
1489,201187.239278319
1490,234028.151738735
1491,193837.854809116
1492,84791.7380622504
1493,179564.819398449
1494,297357.180497897
1495,294114.890613618
1496,223418.033466121
1497,180847.984122755
1498,168474.15337541
1499,164365.191355089
1500,151470.92385684
1501,179358.721799742
1502,162199.758011626
1503,285325.280275256
1504,249219.895773992
1505,222821.448708384
1506,175746.357591599
1507,220377.872054683
1508,198528.746591993
1509,160266.343649928
1510,148243.273328068
1511,147347.988118946
1512,179025.804664012
1513,147095.597544946
1514,175220.425350168
1515,176037.511124228
1516,151061.177788771
1517,161432.984343024
1518,130598.58397226
1519,209957.368806421
1520,136317.981154381
1521,136989.197873458
1522,172106.783324648
1523,113998.918022509
1524,120248.230948343
1525,125130.535533422
1526,117732.271660258
1527,108385.029359071
1528,134648.419190285
1529,152552.25341202
1530,175286.770948924
1531,100248.115612653
1532,97297.0105946215
1533,144657.751625867
1534,121549.290647494
1535,167398.549934276
1536,111776.738164387
1537,63830.3239740189
1538,154530.756815056
1539,193230.985417748
1540,81981.5828815831
1541,149668.9545565
1542,139536.764783628
1543,229505.823340962
1544,78690.5799779803
1545,111683.288948866
1546,122582.901804961
1547,137589.935857651
1548,134984.595594456
1549,117729.260039873
1550,138430.095531495
1551,114288.294644103
1552,134713.691073503
1553,160974.529629811
1554,115228.583941483
1555,162045.154758993
1556,78005.1952725328
1557,107109.738807806
1558,94647.5461929635
1559,92012.0535817054
1560,141485.70278064
1561,149277.590279807
1562,123033.217310107
1563,118632.575223553
1564,158251.410491024
1565,139959.1359833
1566,238484.487089003
1567,71024.1878256868
1568,229612.026920178
1569,137452.92570788
1570,136268.944863943
1571,117619.241592794
1572,142375.783878137
1573,227027.000186417
1574,106916.013933493
1575,211333.414433112
1576,227707.638025887
1577,194447.609956856
1578,138794.996220574
1579,141675.580605535
1580,186775.693961769
1581,161393.175971818
1582,128823.259818304
1583,324367.991111227
1584,224291.130515549
1585,143962.093558411
1586,65171.8612458279
1587,105150.028080167
1588,145437.021151283
1589,96775.0725442623
1590,133666.265197604
1591,97919.5260632107
1592,118760.487531326
1593,123798.074783891
1594,143589.397134641
1595,104321.692128167
1596,238480.105647706
1597,184781.749305753
1598,211997.310373698
1599,161489.051003292
1600,152192.997529485
1601,55855.5765670069
1602,107185.925391488
1603,83302.1930082568
1604,283787.401296468
1605,239443.723535317
1606,174372.045468716
1607,151042.379699658
1608,216503.637194938
1609,189876.032534719
1610,146944.039894252
1611,135968.934273154
1612,160391.695551009
1613,156643.261149922
1614,128219.323900492
1615,97441.0754050703
1616,76904.837730398
1617,99166.1977390163
1618,122275.157079177
1619,140312.229533574
1620,172452.50486402
1621,129493.84990463
1622,139605.7961639
1623,304256.502007206
1624,198402.813213352
1625,125702.473315367
1626,165067.526218433
1627,185531.38466723
1628,278862.219708647
1629,183647.244331207
1630,378926.717745784
1631,216657.009298353
1632,260101.321219045
1633,175728.706468551
1634,188612.846808658
1635,175670.402109385
1636,149010.992720551
1637,197253.00427126
1638,181945.30604298
1639,169239.607011946
1640,267975.738260074
1641,176461.072918531
1642,225105.807178979
1643,224646.375707403
1644,227985.073160657
1645,186872.885076994
1646,162508.123513759
1647,157226.801294382
1648,134288.193424802
1649,139593.707123191
1650,115672.907724043
1651,126784.62951319
1652,102517.139957874
1653,101782.778511678
1654,150913.660999902
1655,148145.146455741
1656,146881.200921757
1657,152995.832745344
1658,148565.277104979
1659,130720.715780489
1660,150394.946140301
1661,476578.094853538
1662,447500.532809301
1663,410635.728568238
1664,497371.667889001
1665,316552.735989896
1666,295977.331352089
1667,402676.337592942
1668,346396.626277255
1669,299607.117520228
1670,365037.958149033
1671,276986.914185913
1672,537464.239948151
1673,302170.773731561
1674,238953.057811968
1675,186004.583758175
1676,190279.122107737
1677,218641.373273265
1678,457715.776509351
1679,396932.877506937
1680,375310.99532161
1681,244350.132145676
1682,298061.121526283
1683,170171.241238007
1684,171394.855645575
1685,170523.779065388
1686,168345.630006584
1687,174171.200224172
1688,189324.726592579
1689,189127.744570142
1690,191982.972945411
1691,187242.544516286
1692,259543.270171731
1693,175828.152067991
1694,181612.270711316
1695,169507.412013143
1696,278093.538647417
1697,174418.054591581
1698,355903.369568235
1699,331384.605783482
1700,244358.17144976
1701,281701.975481773
1702,261742.626333808
1703,258953.130618764
1704,293234.636188378
1705,229272.09633417
1706,397492.556184409
1707,223453.328798619
1708,211483.429310526
1709,261590.046729213
1710,220108.650512928
1711,253151.034498575
1712,280494.575910139
1713,264759.333887107
1714,228928.317054446
1715,202313.980874848
1716,185358.215227758
1717,172240.893620963
1718,134196.310548
1719,199798.903391249
1720,236942.328604262
1721,163221.005521368
1722,128063.157953895
1723,153719.983421978
1724,208852.007780153
1725,235473.544587269
1726,188105.624558238
1727,158394.779441655
1728,181909.821719939
1729,164717.361651647
1730,147927.667393663
1731,119635.489182623
1732,120516.595705069
1733,114841.339947966
1734,112237.450398961
1735,134735.518433792
1736,117023.520929735
1737,309267.140818541
1738,223450.66925492
1739,280724.322672555
1740,216062.666122876
1741,196884.057809587
1742,173287.757967389
1743,173974.526696764
1744,308981.964727712
1745,239511.989193308
1746,171494.658755336
1747,207435.542785252
1748,226360.667209152
1749,155685.858914412
1750,125971.076254268
1751,243080.20010413
1752,123157.402872326
1753,140148.421055484
1754,183946.51751444
1755,176445.479370303
1756,132979.83195025
1757,119281.614830237
1758,145006.999899682
1759,169526.275242107
1760,166625.633845056
1761,138628.102835819
1762,177426.276094923
1763,168220.868603307
1764,118591.406612577
1765,156488.45978569
1766,180749.827270101
1767,224421.577455765
1768,147318.598618715
1769,168251.465906537
1770,151019.047382853
1771,122187.461119063
1772,142290.719755892
1773,128206.8778626
1774,126059.853107687
1775,139800.255644056
1776,126880.37396006
1777,112351.095421399
1778,141532.902520524
1779,117897.289765849
1780,180517.39747757
1781,129105.236354294
1782,79582.6504625739
1783,138726.682820171
1784,111041.330710186
1785,125168.405851064
1786,131816.206385344
1787,152636.68119373
1788,56983.3471223543
1789,99947.0855512998
1790,64897.3008031929
1791,169862.920239088
1792,156423.886428285
1793,139274.942173367
1794,148278.244789381
1795,129856.235552379
1796,120701.832009169
1797,98933.8686020983
1798,127510.831840117
1799,103562.649643689
1800,135388.932118111
1801,143006.154559169
1802,130313.275357426
1803,147987.979680749
1804,144993.801272925
1805,141356.690300438
1806,121674.276104239
1807,127900.774723604
1808,118880.769768208
1809,124692.402478025
1810,146983.748343027
1811,99594.5819558765
1812,93207.2035868302
1813,122018.529831152
1814,95987.8591680805
1815,55076.9861490968
1816,106941.147164208
1817,104389.825825374
1818,155079.328259209
1819,126767.06690558
1820,63979.9466206093
1821,92165.1170035114
1822,140206.20946707
1823,42908.2559170132
1824,139861.428414069
1825,128561.693411848
1826,104573.7985121
1827,100226.804982316
1828,130900.991693839
1829,111577.700353942
1830,144376.696419777
1831,152644.320207433
1832,70643.5167700288
1833,138288.23278846
1834,124992.197156892
1835,131348.363870578
1836,115373.303216156
1837,88531.0310558472
1838,131479.477511497
1839,93339.1465537777
1840,153757.992390128
1841,164235.960071071
1842,76590.0809674471
1843,125512.23082904
1844,137637.070170319
1845,139169.162326198
1846,156583.061233486
1847,163104.724886812
1848,53539.0275322915
1849,100438.563201317
1850,115895.177354106
1851,145212.696400115
1852,123268.405042956
1853,133970.80786145
1854,172228.874237086
1855,152084.952261033
1856,217004.487200085
1857,130975.013078202
1858,135990.554565884
1859,114762.868089763
1860,147118.815877947
1861,115257.969471238
1862,332730.477386618
1863,305117.099893388
1864,306585.771718774
1865,328351.714579244
1866,353881.454351408
1867,234852.641825707
1868,314632.252055154
1869,207153.042521877
1870,228183.219861573
1871,233412.92656367
1872,168315.428610941
1873,243648.339350316
1874,137522.394516603
1875,191206.752867328
1876,194304.829961546
1877,206209.907274876
1878,187005.645362265
1879,131749.381231175
1880,134837.565127322
1881,238865.818287701
1882,258542.730846419
1883,187183.48985
1884,200822.064487416
1885,236963.554077598
1886,307320.158719875
1887,202226.497641555
1888,279692.783625324
1889,160555.561195827
1890,132347.517008091
1891,133727.457451103
1892,100813.023435382
1893,131248.177865819
1894,114372.912431545
1895,134004.431256223
1896,117760.443256762
1897,110426.094508505
