"Id","SalePrice"
1461,118393.234576937
1462,165517.679230482
1463,183451.584427936
1464,188706.574065976
1465,194706.563558047
1466,172879.755252629
1467,173582.488559296
1468,170810.335390966
1469,177711.445979575
1470,127437.063283653
1471,190779.462201647
1472,97091.7700411579
1473,97050.4115962646
1474,153582.936556349
1475,122302.297219066
1476,417919.598105269
1477,267169.691979338
1478,286349.261593443
1479,259919.886907747
1480,434054.75192921
1481,348705.562400669
1482,206391.800703441
1483,174453.160770356
1484,167703.892548172
1485,185785.470277169
1486,192700.05811429
1487,333192.453946665
1488,231765.174545851
1489,199502.19750645
1490,227428.077577241
1491,185756.765811272
1492,88466.4211565686
1493,168902.72710971
1494,285583.990346164
1495,296083.383355719
1496,227795.893631764
1497,175672.183450816
1498,171292.339036024
1499,162180.278019196
1500,150643.010979821
1501,176824.631733872
1502,169464.04400931
1503,309083.194073071
1504,246015.144590208
1505,229168.584439077
1506,180103.391556083
1507,228316.609737619
1508,201267.87094895
1509,162724.027355103
1510,153003.826437698
1511,149923.996911094
1512,176493.11602876
1513,150931.340325484
1514,165381.334330032
1515,176021.165906482
1516,152523.740645344
1517,163910.558648173
1518,132651.771983626
1519,216026.31123769
1520,134783.433613576
1521,134533.99952225
1522,166025.939247767
1523,116199.156178642
1524,119696.499220219
1525,122341.716157395
1526,116268.652304806
1527,107468.289761987
1528,133730.787326496
1529,155684.526390935
1530,178789.441906354
1531,102455.389202121
1532,100073.733221982
1533,150651.152586034
1534,119039.936391045
1535,166679.132523631
1536,109751.826050019
1537,70340.2996567186
1538,154079.238842455
1539,199804.652572724
1540,77926.1267361007
1541,147714.439724486
1542,143748.395870804
1543,220114.285069304
1544,76894.1143803459
1545,116073.455239699
1546,126326.073320403
1547,136116.952262882
1548,142181.092850262
1549,117634.63999167
1550,138821.722422799
1551,114426.723997454
1552,130635.005616159
1553,163530.703502769
1554,115355.743357259
1555,159808.794384446
1556,71895.8218666843
1557,107855.92304655
1558,99939.4096451091
1559,84198.5733900403
1560,145309.855900261
1561,156806.986901193
1562,124291.783962383
1563,120773.537586478
1564,165442.619446903
1565,144522.293952775
1566,225851.561448117
1567,72910.7644234555
1568,223739.607398273
1569,150788.269895168
1570,135349.945438783
1571,118174.209155768
1572,147002.608767579
1573,225028.187160947
1574,106717.965960304
1575,204811.352119792
1576,227681.294017295
1577,192471.459975286
1578,143614.388209254
1579,145722.779912737
1580,188407.991452413
1581,154467.02180526
1582,129022.459893904
1583,314501.305737168
1584,219958.986222797
1585,144271.274530059
1586,65524.1989912162
1587,107901.527582824
1588,148284.802797056
1589,100091.313968718
1590,133291.082067592
1591,98923.7403769719
1592,128114.31570821
1593,119755.087110225
1594,151704.702942588
1595,105810.702859831
1596,245062.448813598
1597,182549.605768818
1598,207030.582543845
1599,168366.950450059
1600,159142.569415834
1601,53076.6674728749
1602,106891.514468525
1603,88610.0339571653
1604,268149.957596923
1605,244620.261862611
1606,170231.435782239
1607,153077.974464099
1608,214402.242432739
1609,192277.515873018
1610,154481.686230674
1611,144349.027372726
1612,159712.415848199
1613,159778.586104025
1614,128126.679694026
1615,96499.348903128
1616,76612.673945647
1617,96731.2976621479
1618,124561.214174657
1619,139196.404628716
1620,175549.47109606
1621,135237.347245485
1622,145101.425703708
1623,300728.511100621
1624,195458.066480861
1625,124543.706996949
1626,156875.19803341
1627,187360.183314301
1628,278507.543073353
1629,180731.608410841
1630,400474.775462375
1631,226790.329543678
1632,262168.748654598
1633,176339.305200442
1634,188931.974946516
1635,179545.672577233
1636,149849.255650823
1637,187366.536917359
1638,179479.303930096
1639,169258.911687381
1640,272462.244937323
1641,173569.758616752
1642,230713.353212702
1643,221055.560388612
1644,236373.440219226
1645,186479.440319443
1646,162627.656829835
1647,149723.404759974
1648,142434.019941022
1649,139909.973406417
1650,111930.460899832
1651,123554.824083287
1652,99813.9910050634
1653,101703.45669643
1654,144677.934909365
1655,146052.989088632
1656,148059.254262659
1657,147526.747812891
1658,147493.261656727
1659,129298.190141182
1660,152998.494640828
1661,483286.647705931
1662,442544.532673039
1663,395843.480442344
1664,477175.44173966
1665,310623.382662958
1666,305941.044622089
1667,392360.480000759
1668,333324.072029258
1669,298272.932553494
1670,354925.038471942
1671,269745.704835432
1672,526133.264877758
1673,296606.995255454
1674,244273.686195538
1675,194051.518304068
1676,189175.127864679
1677,219781.702398425
1678,446640.325077756
1679,388833.237077893
1680,378008.178603981
1681,246685.817981877
1682,301487.775318628
1683,168906.58472112
1684,168295.839065029
1685,170969.496567624
1686,165935.583907647
1687,172231.053847149
1688,179632.160796354
1689,186008.794529066
1690,193258.767002887
1691,186495.067036011
1692,261743.407168888
1693,170320.872701467
1694,186635.720865152
1695,168314.6699837
1696,271285.775459137
1697,174789.602085739
1698,356824.658723714
1699,324823.248121588
1700,248085.493995051
1701,270784.454006741
1702,251003.044149122
1703,253283.80092091
1704,295032.369934662
1705,220986.77449662
1706,410882.212823059
1707,212994.954081466
1708,207704.409973019
1709,275914.057185077
1710,222491.544684972
1711,258867.816279072
1712,271915.735491543
1713,272487.929014213
1714,229182.411225204
1715,204708.77050551
1716,192734.022906834
1717,178024.224881333
1718,132376.069110827
1719,202813.670797359
1720,242512.484667507
1721,166376.698179179
1722,123305.233829664
1723,156834.345473314
1724,205866.754126031
1725,244496.710411405
1726,184900.827055156
1727,158733.987434964
1728,179510.667181186
1729,167107.463461801
1730,150894.779580631
1731,124386.822119341
1732,124926.972752049
1733,118111.413797354
1734,109687.79510508
1735,136872.198677641
1736,117934.099798521
1737,290169.950831085
1738,209684.680926158
1739,267648.230249496
1740,212777.448015634
1741,196025.747389964
1742,171046.114665881
1743,172728.814758877
1744,310774.386132062
1745,238603.523461348
1746,160436.625887498
1747,206159.257864926
1748,226521.812797002
1749,153652.131128466
1750,125133.653605413
1751,236951.047668208
1752,122956.814098339
1753,141352.46666675
1754,182264.340803224
1755,174913.442077413
1756,130917.705341966
1757,117278.861149274
1758,152210.612285573
1759,164419.979566989
1760,164824.221460309
1761,140998.724006583
1762,187390.903308611
1763,168873.561374256
1764,118051.393878756
1765,157068.298669742
1766,177123.686561527
1767,212904.045219034
1768,147884.321741834
1769,173637.849364006
1770,146338.207580431
1771,124066.78254929
1772,144656.174811814
1773,134784.874190229
1774,131700.754076816
1775,135309.198120309
1776,128658.989779067
1777,114628.817473241
1778,142866.243996968
1779,120069.739234283
1780,180425.99874938
1781,125895.181813132
1782,79524.0877129939
1783,137566.533395674
1784,113222.007422346
1785,114821.351475082
1786,138360.448327137
